customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChargesPerMonth
3751-KTZEL,female,0,no,No,1,No,No phone service,dsl,No,No,No,No,No,Yes,Month-to-month,No,mailed check,0.16716417910447756,0.0018751442418647587,1,35.05
1977-STDKI,female,1,no,No,1,Yes,No,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,0.5447761194029851,0.006254327255942765,1,73.0
5066-GFJMM,female,0,yes,No,3,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.01641791044776117,0.003109854604200323,0,15.25
2661-GKBTK,male,0,yes,Yes,60,Yes,No,dsl,No,Yes,No,Yes,Yes,Yes,Two year,No,bank transfer (automatic),0.5840796019900497,0.522172859450727,0,75.7325
0458-HEUZG,female,0,no,No,13,No,No phone service,dsl,No,No,Yes,Yes,No,No,Two year,No,mailed check,0.1706467661691542,0.049803831063927995,0,34.646153846153844
7268-WNTCP,male,0,yes,Yes,62,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.021890547263681587,0.1475363489499192,0,20.924999999999997
0824-VWDPO,female,0,no,No,45,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,One year,No,bank transfer (automatic),0.7810945273631841,0.5104950380798523,0,98.72777777777777
8409-WQJUX,female,0,no,No,25,No,No phone service,dsl,No,No,Yes,Yes,Yes,Yes,One year,No,electronic check,0.3577114427860697,0.16205285021924765,0,56.926
2578-JQPHZ,male,0,no,No,44,Yes,No,fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),0.8144278606965173,0.5030636972074776,0,99.50795454545455
3278-FSIXX,female,0,no,No,2,Yes,No,dsl,No,No,No,No,No,No,Month-to-month,Yes,mailed check,0.26865671641791045,0.00639279944611124,0,37.1
5813-UECBU,male,1,no,No,33,Yes,Yes,fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,credit card (automatic),0.6527363184079601,0.31127394414954995,1,82.31212121212121
0328-GRPMV,female,0,no,No,1,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5159203980099502,0.005919686129702285,1,70.1
9746-UGFAC,female,0,no,No,22,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),0.025870646766169153,0.04983267943687976,0,20.48409090909091
2946-KIQSP,female,0,no,No,35,No,No phone service,dsl,No,No,Yes,Yes,No,No,Month-to-month,Yes,mailed check,0.15124378109452735,0.1335160396953612,0,33.59571428571428
0625-AFOHS,female,0,yes,Yes,29,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.019402985074626844,0.06231248557581352,0,19.268965517241377
6726-WEXXK,male,1,yes,No,27,Yes,Yes,fiber optic,Yes,No,Yes,No,No,No,One year,Yes,electronic check,0.673134328358209,0.25401569351488573,0,82.22592592592592
4636-OLWOE,male,0,no,Yes,54,Yes,No,dsl,No,Yes,Yes,Yes,No,No,One year,Yes,electronic check,0.4253731343283582,0.37667320563120243,0,60.797222222222224
4342-HENTK,female,1,no,No,2,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5213930348258707,0.014256865912762519,1,71.175
4685-ERGHK,male,0,no,No,57,Yes,Yes,fiber optic,No,No,No,No,Yes,No,One year,Yes,electronic check,0.6830845771144279,0.5677879067620586,0,86.65350877192982
0885-HMGPY,male,0,no,No,62,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,bank transfer (automatic),0.5089552238805971,0.4868105238864528,0,68.34677419354838
5003-OKNNK,female,0,yes,Yes,15,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,credit card (automatic),0.020895522388059695,0.03659704592660974,0,22.396666666666665
4195-SMMNX,male,0,no,No,2,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.020895522388059695,0.0016616662820216942,1,16.6
7208-PSIHR,female,0,yes,No,70,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.8562189054726367,0.827336718209093,0,102.69285714285714
4012-ZTHBR,female,0,yes,Yes,21,Yes,No,dsl,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.2656716417910448,0.10471382414031849,0,44.107142857142854
0489-WMEMG,female,0,no,Yes,23,Yes,No,dsl,No,No,No,Yes,No,No,One year,Yes,electronic check,0.31044776119402984,0.12699630740826218,0,48.667391304347824
7435-ZNUYY,male,0,no,No,6,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,0.023383084577114438,0.01128548349873067,0,19.433333333333334
1354-YZFNB,male,0,yes,Yes,4,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.012935323383084563,0.005769674590353103,0,17.2
6956-SMUCM,female,0,no,No,3,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.8034825870646766,0.030994691899376873,1,95.8
2985-FMWYF,female,0,no,No,23,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7487562189054726,0.26803023309485347,0,101.80652173913045
2812-ENYMO,male,0,no,No,26,No,No phone service,dsl,Yes,No,No,Yes,Yes,Yes,One year,No,credit card (automatic),0.3611940298507462,0.15509462266328178,0,52.41730769230769
2717-HVIZY,female,0,no,Yes,8,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.01791044776119402,0.01670897761366259,0,20.45
3223-WZWJM,male,0,no,No,26,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.6537313432835821,0.25795061158550653,1,86.69999999999999
3422-GALYP,male,0,no,No,2,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,0.608955223880597,0.014579967689822296,0,72.575
9053-JZFKV,male,0,no,No,67,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),0.9746268656716418,0.8923955688899147,1,115.70597014925373
2530-ENDWQ,female,0,yes,No,71,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,bank transfer (automatic),0.7507462686567165,0.7577371336256635,1,92.75140845070423
2890-WFBHU,female,0,no,No,59,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,Yes,One year,No,credit card (automatic),0.6129353233830845,0.5501153934918072,0,81.12033898305086
0327-WFZSY,male,0,yes,Yes,39,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,One year,No,electronic check,0.8134328358208955,0.44042810985460423,0,98.3474358974359
7977-HXJKU,male,0,no,Yes,21,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.013432835820895522,0.04364181860143088,0,18.904761904761905
6615-ZGEDR,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.014427860696517386,0.00010385414262635562,1,19.7
7033-CLAMM,female,0,yes,Yes,48,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.019402985074626844,0.11636856681283177,0,21.401041666666668
4023-RTIQM,female,1,yes,No,31,No,No phone service,dsl,Yes,Yes,Yes,No,No,Yes,One year,Yes,credit card (automatic),0.31990049751243776,0.18016385875836602,0,50.97096774193548
0864-FVJNJ,female,0,yes,Yes,64,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,electronic check,0.9462686567164179,0.8312889453034848,0,112.85546875
7356-IWLFW,male,0,yes,Yes,46,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.6144278606965173,0.43282944841910914,0,81.95
9541-PWTWO,female,0,no,No,52,Yes,Yes,dsl,No,No,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.6238805970149254,0.4864008769905377,0,81.42211538461538
3967-VQOGC,female,0,yes,Yes,67,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,0.06616915422885569,0.1917205169628433,0,25.078358208955223
7872-RDDLZ,female,1,no,No,67,Yes,Yes,dsl,No,Yes,No,No,No,No,Month-to-month,No,electronic check,0.36467661691542286,0.427729056081237,0,55.6044776119403
9250-WYPLL,female,0,no,No,5,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,0.5701492537313433,0.04556312024001846,1,82.72999999999999
6308-CQRBU,female,0,yes,No,71,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,electronic check,0.9054726368159204,0.8872490191553196,0,108.55915492957746
2754-XBHTB,female,0,no,No,9,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.591044776119403,0.08023886452804062,1,79.35
1597-LHYNC,female,1,no,No,26,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,0.763681592039801,0.28599123009462263,1,96.04615384615384
0186-CAERR,male,0,no,No,71,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,bank transfer (automatic),0.9756218905472637,0.9566985921993999,0,117.03591549295774
3043-SUDUA,female,0,no,No,32,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),0.01641791044776117,0.06724555735056542,0,18.7984375
5442-BHQNG,female,0,no,No,2,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,0.5184079601990049,0.013899146088160626,0,69.625
2169-RRLFW,female,0,yes,No,71,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.07313432835820893,0.21572236325871222,0,26.595070422535212
5872-OEQNH,female,0,no,No,60,No,No phone service,dsl,Yes,No,Yes,No,No,Yes,One year,Yes,electronic check,0.2606965174129353,0.31792060927763677,0,46.23166666666667
3162-KKZXO,female,1,no,No,55,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,electronic check,0.8149253731343283,0.6220805446572814,0,98.35909090909091
7055-VKGDA,male,0,no,No,54,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,credit card (automatic),0.8671641791044776,0.6490422340180013,1,104.5074074074074
0754-UKWQP,male,0,no,No,2,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.772139303482587,0.020643895684283407,1,98.85
8873-GLDMH,female,0,no,No,6,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,mailed check,0.553233830845771,0.044138010616201255,0,66.88333333333334
5696-JVVQY,female,0,yes,Yes,48,Yes,No,dsl,Yes,Yes,Yes,No,No,Yes,Two year,Yes,credit card (automatic),0.5159203980099502,0.37152088622201707,0,67.46666666666667
8946-BFWSG,male,0,yes,Yes,63,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.06965174129353235,0.17935033464112624,0,24.96904761904762
7493-TPUWZ,male,0,no,No,1,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,0.6059701492537314,0.006963997230556198,1,79.15
0547-HURJB,male,0,no,Yes,12,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),0.027860696517412936,0.025040387722132473,0,19.650000000000002
8904-OPDCK,male,1,yes,No,54,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.06666666666666665,0.1553138702977152,0,25.27314814814815
8845-LWKGE,female,0,yes,Yes,30,Yes,No,dsl,No,No,Yes,Yes,Yes,No,One year,Yes,electronic check,0.46019900497512434,0.22690399261481656,0,66.17166666666667
1577-HKTFG,female,0,yes,No,30,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),0.013930348258706454,0.07351142395568891,1,21.861666666666668
8752-STIVR,female,0,no,No,4,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.6044776119402985,0.03281213939533811,1,75.7875
0691-NIKRI,female,0,no,No,40,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,credit card (automatic),0.872636815920398,0.4980844680360027,0,108.38
5022-JNQEQ,female,0,yes,Yes,9,Yes,No,fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,electronic check,0.5731343283582089,0.07254788829909993,0,71.94444444444444
4558-FANTW,female,0,yes,Yes,17,Yes,No,fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,electronic check,0.7323383084577114,0.17951188552965613,1,92.61470588235295
3249-VHRIP,female,0,no,No,62,No,No phone service,dsl,No,Yes,Yes,No,No,Yes,Two year,Yes,credit card (automatic),0.25223880597014925,0.31501269328409875,0,44.33387096774193
3736-BLEPA,male,0,no,No,28,Yes,No,fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,bank transfer (automatic),0.7263681592039801,0.284427648280637,0,88.70178571428572
4701-LKOZD,female,0,no,No,70,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),0.7114427860696517,0.7325640433879529,0,90.96
6603-QWSPR,female,0,no,No,46,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.8572139303482588,0.563743364874221,0,106.61304347826086
9921-QFQUL,female,0,yes,No,23,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,mailed check,0.7154228855721393,0.23380452342487887,0,88.9108695652174
1929-ZCBHE,male,0,yes,Yes,47,No,No phone service,dsl,Yes,No,Yes,Yes,No,No,One year,No,electronic check,0.2194029850746268,0.20493884144934227,0,38.18723404255319
4378-MYPGO,male,0,yes,Yes,68,Yes,No,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,bank transfer (automatic),0.8656716417910447,0.8255654281098546,0,105.4875
8651-ENBZX,female,1,no,No,60,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,0.873134328358209,0.741126240480037,1,107.35666666666665
4129-LYCOI,female,0,no,Yes,67,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,electronic check,0.8532338308457711,0.8100911608585276,0,105.06044776119403
7798-JVXYM,female,0,no,No,14,Yes,No,dsl,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,electronic check,0.5114427860696518,0.10415416570505424,0,65.81428571428572
8647-SDTWQ,male,0,yes,Yes,57,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5577114427860697,0.46152204015693515,0,70.49736842105263
2696-ECXKC,female,0,yes,Yes,55,Yes,Yes,fiber optic,Yes,No,No,No,Yes,Yes,One year,No,mailed check,0.8223880597014926,0.6265635818139857,0,99.06545454545456
2081-KJSQF,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.019900497512437804,0.00016732056312024,0,20.25
7623-TRNQN,male,0,no,Yes,1,Yes,No,dsl,No,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.31492537313432833,0.0035887375951996307,1,49.9
3323-CPBWR,male,0,no,No,23,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,credit card (automatic),0.782587064676617,0.23847795984306483,0,90.67173913043477
9330-IJWIO,female,0,no,No,13,Yes,Yes,fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8169154228855721,0.15463304869605354,1,104.52692307692307
3384-CTMSF,male,0,yes,No,47,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.854228855721393,0.590393491807062,0,109.25851063829786
0902-RFHOF,male,0,no,No,38,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,0.01840796019900498,0.08207939072236327,0,19.21315789473684
9286-DOJGF,female,1,yes,No,38,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.564179104477612,0.3289926148165243,1,75.52236842105263
6048-QBXKL,female,1,no,No,2,Yes,Yes,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.38109452736318405,0.011475882760212323,0,59.125
9661-MHUMO,male,1,yes,Yes,1,Yes,No,dsl,No,No,No,Yes,No,No,Month-to-month,Yes,credit card (automatic),0.30845771144278605,0.0035137318255250407,1,49.25
7718-RXDGG,male,0,yes,No,15,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.5009950248756219,0.12575582737133625,0,73.90666666666667
1025-FALIX,female,0,no,No,26,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5054726368159204,0.20734479575351952,0,69.83269230769231
3451-VAWLI,female,0,yes,Yes,35,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.014427860696517386,0.08211400876990538,0,20.86857142857143
3407-QGWLG,male,0,no,Yes,3,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.01791044776119402,0.006537041310870067,0,25.150000000000002
1842-EZJMK,male,0,yes,Yes,50,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,electronic check,0.8502487562189055,0.5829967689822294,1,101.421
2347-WKKAE,male,0,yes,No,42,Yes,Yes,fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,electronic check,0.7577114427860697,0.46108931456265867,0,95.58571428571429
8735-DCXNF,male,0,yes,No,10,Yes,No,dsl,Yes,No,No,Yes,No,No,Month-to-month,Yes,credit card (automatic),0.3651741293532338,0.06347219016847451,0,56.885000000000005
3214-IYUUQ,female,0,yes,No,61,Yes,No,fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,bank transfer (automatic),0.7507462686567165,0.6741172397876759,0,96.07704918032786
1936-UAFEH,female,0,no,No,68,Yes,Yes,fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,credit card (automatic),0.9154228855721392,0.8378202169397646,0,107.04926470588236
3587-PMCOY,male,0,no,No,10,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,electronic check,0.8024875621890547,0.12071890145395801,0,106.495
8079-XRJRS,male,0,yes,No,65,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,No,One year,No,electronic check,0.7114427860696517,0.6636048926840526,1,88.76307692307692
1027-LKKQQ,female,0,yes,Yes,72,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.618905472636816,0.6771347795984307,0,81.76180555555555
7148-XZPHA,male,0,yes,Yes,55,Yes,No,fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,electronic check,0.6084577114427862,0.4869201477036695,0,77.06272727272727
8073-IJDCM,female,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.020398009950248763,0.00017309023771059284,1,20.3
5309-TAIKL,female,0,no,No,7,Yes,No,dsl,No,No,Yes,Yes,No,Yes,Month-to-month,No,bank transfer (automatic),0.4432835820895522,0.04609969997692131,0,59.75714285714286
6856-RAURS,female,0,no,No,2,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,mailed check,0.5636815920398011,0.01352988691437803,0,68.025
8778-LMWTJ,female,0,no,No,9,Yes,No,fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,electronic check,0.56318407960199,0.07955227325178861,0,78.6888888888889
9717-IOAAF,male,0,no,Yes,27,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),0.0756218905472637,0.08882414031848604,0,29.205555555555552
8884-ADFVN,male,1,yes,No,7,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8328358208955223,0.0787041310870067,1,100.12142857142858
2845-KDHVX,female,0,yes,No,64,Yes,No,dsl,No,Yes,Yes,Yes,No,Yes,Two year,Yes,mailed check,0.49800995024875616,0.5031156242787906,0,68.41875
0848-SOMKO,male,0,no,No,70,No,No phone service,dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,bank transfer (automatic),0.3,0.3951073159473806,0,49.182857142857145
2720-WGKHP,male,1,no,No,2,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.753731343283582,0.01879759981537041,1,90.85
6734-FQAJX,male,1,no,No,67,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,electronic check,0.863681592039801,0.8253981075467344,0,107.04029850746268
2869-ADAWR,female,0,no,No,45,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,credit card (automatic),0.7069651741293532,0.46134894991922454,1,89.26333333333334
1535-VTJOQ,female,0,no,No,24,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.06865671641791044,0.06164320332333256,0,23.041666666666668
6368-TZZDT,male,0,yes,Yes,4,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.01243781094527363,0.009006462035541195,0,24.2125
0943-ZQPXH,male,0,yes,Yes,44,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),0.7432835820895523,0.47358642972536347,0,93.70227272727271
1293-BSEUN,female,0,yes,Yes,72,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,0.024378109452736302,0.16887837525963537,0,20.5875
9894-EZEWG,female,0,no,No,1,Yes,No,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5577114427860697,0.006404338795291945,1,74.3
1302-TPUBN,male,0,no,No,66,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.010945273631840807,0.14101084698822985,0,18.8
7851-FLGGQ,male,0,no,No,1,No,No phone service,dsl,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,mailed check,0.2626865671641791,0.0029829217632125543,1,44.65
0637-UBJRP,male,0,yes,Yes,13,Yes,No,fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,electronic check,0.6547263681592039,0.12422109393030234,1,84.25384615384615
0940-OUQEC,male,0,no,No,10,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.6213930348258706,0.0888529886914378,1,78.88
2378-VTKDH,male,1,yes,No,65,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8567164179104477,0.7569524578813756,0,101.20846153846153
0927-CNGRH,male,0,no,Yes,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.012935323383084563,8.654511885529664e-05,0,19.55
8608-OZTLB,male,0,yes,Yes,38,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,No,One year,No,electronic check,0.5552238805970149,0.32119778444495733,0,73.74473684210527
2335-GSODA,male,0,no,Yes,23,No,No phone service,dsl,Yes,No,Yes,Yes,No,No,Two year,No,mailed check,0.21741293532338307,0.09680936995153475,0,37.29347826086956
1952-DVVSW,female,0,yes,No,10,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,0.01840796019900498,0.019109162243249482,0,18.44
0702-PGIBZ,male,0,no,Yes,4,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8303482587064676,0.03989729979229172,1,91.1375
6656-GULJQ,male,0,yes,Yes,72,Yes,Yes,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),0.6497512437810945,0.7009577659819987,0,84.62916666666666
9853-JFZDU,female,0,yes,No,35,Yes,No,dsl,No,Yes,No,Yes,No,No,Month-to-month,No,electronic check,0.38407960199004976,0.21258942995615046,0,53.17428571428571
1963-VAUKV,female,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.021393034825870627,0.00018462958689129897,1,20.4
3777-XROBG,female,0,yes,Yes,58,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.012935323383084563,0.12241518578352183,0,18.614655172413794
6994-FGRHH,male,0,yes,Yes,70,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,electronic check,0.8746268656716417,0.8604084929609971,0,106.78714285714287
4000-VGMQP,male,0,yes,Yes,38,Yes,Yes,dsl,No,Yes,Yes,No,Yes,Yes,One year,No,credit card (automatic),0.6039800995024875,0.32815024232633283,0,75.33026315789475
3999-WRNGR,female,0,yes,Yes,60,No,No phone service,dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.3134328358208955,0.3520251557812139,0,51.1575
3466-RITXD,male,0,no,No,26,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,credit card (automatic),0.7378109452736319,0.26898222940226174,0,90.37692307692308
2680-XKKNJ,female,0,no,No,8,Yes,No,dsl,Yes,Yes,No,Yes,No,No,One year,No,bank transfer (automatic),0.39751243781094525,0.05197899838449112,0,58.65625
3058-HJCUY,male,0,yes,Yes,41,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,0.8393034825870646,0.48402377105931227,1,102.76463414634148
2974-GGUXS,female,1,yes,No,36,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,credit card (automatic),0.7333333333333334,0.37875028848372955,0,91.69583333333334
7994-XIRTR,male,1,no,No,54,Yes,No,dsl,No,No,Yes,Yes,No,Yes,One year,No,bank transfer (automatic),0.46766169154228854,0.405163858758366,0,65.36944444444444
3259-FDWOY,male,0,yes,Yes,71,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,bank transfer (automatic),0.873134328358209,0.8890953150242327,1,108.78450704225352
2101-RANCD,female,0,no,No,55,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5457711442786068,0.4761250865451188,0,75.36181818181818
7921-BEPCI,female,0,no,No,72,Yes,Yes,dsl,Yes,Yes,No,No,No,No,Two year,No,bank transfer (automatic),0.4129353233830846,0.489983844911147,0,59.236111111111114
0807-ZABDG,female,0,no,Yes,3,Yes,No,dsl,Yes,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.3666666666666667,0.015676205861989385,1,51.550000000000004
8510-TMWYB,female,0,yes,Yes,54,Yes,Yes,dsl,No,Yes,Yes,No,No,No,Two year,Yes,bank transfer (automatic),0.4134328358208955,0.3724498038310639,0,60.11944444444444
